Authors,Title,Year
"J Giacomoni, T Moseley, M Vachharajani",FastForward for efficient pipeline parallelism: a cache-optimized concurrent lock-free queue,2008
"J Alglave, L Maranget, S Sarkar, P Sewell",Fences in weak memory models,2010
"J Alglave, L Maranget, S Sarkar, P Sewell",Fences in weak memory models (extended version),2012
"S Ghemawat, KH Randall, DJ Scales",Field analysis: Getting useful and low-cost interprocedural information,2000
"F Zheng, H Zou, G Eisenhauer, ...",FlexIO: I/O middleware for location-flexible scientific data analytics,2013
"A Darbari, I Singleton, M Butler, J Colley","Formal Modelling, Testing and Verification of HSA Memory Models using Event-B",2016
SW Cheng Hum Yuen,Formal Models and Implementations of Distributed Shared Memory,2009
"A Donaldson, G Gopalakrishnan, N Chong, ...",Formal analysis techniques for reliable GPU programming: Current solutions and call to action,2016
V Vafeiadis,Formal reasoning about the C11 weak memory model,2015
P Chatterjee,Formal specification and verification of memory consistency models of shared memory multiprocessors,2002
"D Aspinall, J Ševčík",Formalising Java's data race free guarantee,2007
J Mellor-Crummey,From HPF to Coarray Fortran 2.0,
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Fully asynchronous memory mover,2012
"S Clebsch, S Drossopoulou",Fully concurrent garbage collection of actors on many-core machines,2013
SK Chandrasekaran,Functional programming abstractions for weakly consistent systems,2014
S Krishnamoorthy Chandrasekaran,Functional programming abstractions for weakly consistent systems,2014
SA Edwards,Functioning hardware from functional programs,2013
J Bär,GPU Remote Memory Access Programming,2015
"T Blaß, M Philippsen",GPU-accelerated fixpoint algorithms for faster compiler analyses,2019
"M Silberstein, B Ford, I Keidar, E Witchel",GPUfs: Integrating a file system with GPUs,2014
"M Silberstein, B Ford, I Keidar, E Witchel",GPUfs: integrating a file system with GPUs,2013
"Y Chen, T Chen, W Hu","Global clock, physical time order and pending period analysis in multiprocessor systems",2009
"M Ahmad, O Khan",Gpu concurrency choices in graph analytics,2016
"S Chakraborty, V Vafeiadis",Grounding thin-air reads with event structures,2019
"K Barkaoui, L Bernardinello, A Mokhov",Guest Editorial for Special Issue Application of Concurrency to System Design,2015
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Handling of address conflicts during asynchronous memory move operations,2011
H Zeffer,Hardware–Software Tradeoffs in Shared-Memory Implementations,2005
M Kirman,High Performance Sequential Execution In Fine-Grain Multicore Processors Via Core Aggregation,2010
"F Tordini, M Aldinucci, T Massimo",High-level lock-less programming for multicore,2012
A Polze,How to partition a workstation,1996
"P Graham, K Barker, R Peters",Implementing Persistent Object Systems in Distributed Shared Virtual Memory,
"HJ Boehm, AJ Demers, C Uhler",Implementing multiple locks using Lamport's mutual exclusion algorithm,1993
"L Higham, J Kawash",Implementing sequentially consistent programs on processor consistent platforms,2008
W Zhang,Improving concurrent software reliability via an effect-oriented approach,2013
H Eric,Improving load balancing during the marking phase of garbage collection,2012
M Philippsen,"In: HiGH PErForMAnCE CoMPUtinG SYstEMs AnD APPLiCAtions, CHAP-tEr 11, PAGEs 85-99, JonAtHAn SCHAEFFEr, EDitor, KLUwEr ACADEMiC …",
"A Basumallik, R Eigenmann",Incorporation of OpenMP memory consistency into conventional dataflow analysis,2008
PE McKenney,Instructions for ordering execution in pipelined processes,2008
PE McKenney,Instructions for ordering execution in pipelined processes,2010
"CA Furia, K Winter",Integrated Formal Methods LNCS 11023,
"CA Furia, K Winter","Integrated Formal Methods: 14th International Conference, IFM 2018, Maynooth, Ireland, September 5-7, 2018, Proceedings",2018
"AJ Nebro, E Pimentel, JM Troya",Integrating an entry consistency memory model and concurrent object-oriented programming,1997
T Sorensen,Inter-workgroup barrier synchronisation on graphics processing units,2018
JL Träff,Introduction to Parallel Computing,
X Tang,Irregularity-aware Computation and Data Management in Manycore Systems,2019
"A Sethia, S Mahlke",Issue control for multithreaded processing,2018
"R Bhattacharya, ...",Issues in multiprocessor memory consistency protocol design and verification,2002
"A Georges, M Christiaens, M Ronsse, ...",JaRec: a portable record/replay environment for multi‐threaded Java applications,2004
"L Higham, J Kawash",Java: Memory consistency and process coordination,1998
"M Papatriantafilou, P Tsigas",LOCK-FREE CONCURRENT DATA STRUCTURES,2017
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Launching multiple concurrent memory moves via a fully asynchronoous memory mover,2011
"BH Yu, P Werstein, M Purvis, S Cranefield",Lazy home-based protocol: Combining homeless and home-based distributed shared memory protocols,2005
R Natarajan,Leveraging Hardware Support For Transactional Execution To Address Correctness And Performance Challenges In Software,2015
"D Petrović, T Ropars, A Schiper",Leveraging hardware message passing for efficient thread synchronization,2014
"D Petrović, T Ropars, A Schiper",Leveraging hardware message passing for efficient thread synchronization,2016
"R Natarajan, A Zhai",Leveraging transactional execution for memory consistency model emulation,2015
"F Pétrot, P Gomez",Lightweight implementation of the posix threads api for an on-chip mips multiprocessor with vci interconnect,2003
"A Holey, A Zhai",Lightweight software transactions on GPUs,2014
J Kawash,Limitations and capabilities of weak memory consistency systems,2000
"G Long, N Yuan, D Fan","Location Consistency model revisited: Problem, solution and prospects",2008
P Grote,Lock-based Data Structures on GPUs with Independent Thread Scheduling,2020
"D Cederman, A Gidenstam, P Ha, H Sundell, ...",Lock-free concurrent data structures,2013
"D Cederman, A Gidenstam, P Ha, ...",Lock-free concurrent data structures,2017
S Atzeni,Low Overhead Data Race Detection Techniques for Large OpenMP Applications,2017
"JJ Gebis, DA Patterson",Low-complexity vector microprocessor extensions,2008
"W Jia, KA Shaw, M Martonosi",MRPB: Memory request prioritization for massively parallel processors,2014
SK Dublish,Managing the memory hierarchy in GPUs,2018
"A Sethia, DA Jamshidi, S Mahlke",Mascar: Speeding up GPU warps by reducing memory pitstops,2015
"GL Guthrie, RK Arimilli, JS Dodson, ...",Mechanism for folding storage barrier operations in a multiprocessor system,2004
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Mechanisms for communicating with an asynchronous memory mover to perform AMM operations,2012
CH Ho,Mechanisms towards energy-efficient dynamic hardware specialization,2014
"L Higham, J Kawash",Memory Consistency Models of Bus-Based Multiprocessors,1996
"A Moga, A Gefflaut, M Dubois",Memory Organizations in Hybrid DSM: A Performance Comparison,1997
"SM Mueller, WJ Paul",Memory System Design,2000
"A Jantsch, X Chen, A Naeem, Y Zhang, ...",Memory architecture and management in an NoC platform,2012
"L Higham, J Kawash",Memory consistency and process coordination for SPARC multiprocessors,2000
"J Kawash, L Higham",Memory consistency and process coordination for SPARC v8 multiprocessors,1999
"J Kawash, L Higham",Memory consistency and process coordination for SPARC v8 multiprocessors (brief announcement),2000
A Sterling,Memory consistency conditions for self-assembly programming,2009
D Mosberger,Memory consistency models,1993
"J Kawash, L Higham",Memory consistency models of bus-based multiprocessors,1996
M Springer,Memory-Efficient Object-Oriented Programming on GPUs,2019
"F Furbach, R Meyer, K Schneider, ...",Memory-model-aware testing: A unified complexity analysis,2015
"BR Konigsburg, AE Okpisz, TA Petersen, ...",Method and system for speculatively processing a load instruction before completion of a preceding synchronization instruction,2002
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Method for enabling direct prefetching of data during asychronous memory move operation,2011
"JL Hennessy, MA Horowitz",Microsupercomputers: Design and Implementation,1990
F Zheng,Middleware for online scientific data analytics at extreme scale,2014
"DAM Choy, HVLAK Singh",Mixed Consistency: A Model for Parallel Programming,1994
"DAMCH Va, LAK Singhl",Mixed Consistency: A Model for Parallel Programming,1994
"D Agrawal, M Choy, H Va Leong, ...",Mixed consistency: a model for parallel programming,1994
"S Flur, S Sarkar, C Pulte, K Nienhuis, L Maranget, ...","Mixed-size concurrency: ARM, Power, C/C++ 11, and SC",2017
"M Kokologiannakis, A Raad, V Vafeiadis",Model checking for weakly consistent libraries,2019
"AM Dan, P Lam, T Hoefler, M Vechev",Modeling and analysis of remote memory access programming,2016
"A Atalar, A Gidenstam, ...",Modeling energy consumption of lock-free queue implementations,2015
M Senftleben,Modelling Memory Consistency Models for Formal Verification,2019
"C Kessler, J Keller",Models for parallel computing: Review and perspectives,2007
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multi-level multiprocessor speculation mechanism,2004
"W Kim, M Voss",Multicore desktop programming with intel threading building blocks,2010
MJ Carlton,"Multiple-bus, scalable, shared-memory multiprocessors",1995
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multiprocessor speculation mechanism for efficiently managing multiple barrier operations,2003
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multiprocessor speculation mechanism via a barrier speculation flag,2004
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multiprocessor speculation mechanism with imprecise recycling of storage operations,2003
MD Hill,Multiprocessors should support simple memory consistency models,1998
M Hill,Multiprocessors should support simple memory consistency models,1997
"SL Scott, GJ Faanes, B Stephenson, ...",Multistream processing memory-and barrier-synchronization method and apparatus,2008
"S Kavadias, M Katevenis, ...",Network Interface Design for Explicit Communication in Chip Multiprocessors,2010
"A Polze, M Malek",Network computing with SONiC,1998
R Pereira,New design and implementation of the manager-client pairing framework in Manifold,2013
"SV Tambat, S Vajapeyam",Non-strict cache coherence: Exploiting data-race tolerance in emerging applications,2000
"GJ Hinton, SE Raasch, S Hily, JG Holm, ...",Obtaining data for redundant multithreading (RMT) execution,2015
I Walulya,On Design and Applications of Practical Concurrent Data Structures,2018
"A RAAD, M DOKO, L ROŽIĆ, ORI LAHAV, ...",On Library Correctness under Weak Memory Consistency,2019
"A Raad, M Doko, L Rožić, O Lahav, ...",On library correctness under weak memory consistency: Specifying and verifying concurrent libraries under declarative consistency models,2019
"M Kandemir, A Choudhary, ...",On reducing false sharing while improving locality on shared memory multiprocessors,1999
"R Vitenberg, R Friedman",On the locality of consistency conditions,2003
"BB Brandenburg, JM Calandrino, ...",On the scalability of real-time scheduling algorithms on multicore platforms: A case study,2008
"C Baumann, O Schwarz, M Dam",On the verification of system-level information flow properties for virtualized execution platforms,2019
"EK Kolodner, E Petrank",On-the-fly garbage collector,2001
"EK Kolodner, E Petrank",On-the-fly garbage collector,2002
"PE Hadjidoukas, ED Polychronopoulos, ...",OpenMP runtime support for clusters of multiprocessors,2003
G Georgopoulos,Operational Semantics of Memory System Implementations,2018
"M Senftleben, K Schneider",Operational characterization of weak memory consistency models,2018
T Ridge,Operational reasoning for concurrent Caml programs and weak memory models,2007
"A Bhagyanath, K Schneider",Optimal compilation for exposed datapath architectures with buffered processing units by SAT solvers,2016
"JB Manzano, Y Zhang, GR Gao","P3I: the Delaware programmability, productivity and proficiency inquiry",2005
"S Benkner, S Pllana, JL Traff, P Tsigas, U Dolinsky, ...",PEPPHER: Efficient and productive usage of hybrid computing systems,2011
MC Model,Paper not supplied,
"C Ding, X Shen, R Huang","Parallel programming using possible parallel regions and its language profiling compiler, run-time system and debugging support",2013
M Rinard,Parallel synchronization-free approximate data structure construction,2013
